source,target,weight
Taskoy,Gecitalan,1
Taskoy,Magara,1
Taskoy,Dogubeyazit district,1
Taskoy,Midyat,1
Gebze district,Semdinli,1
Gebze district,Belenoluk,1
Gebze district,Malatya,1
Gebze district,Tatvan,1
Gebze district,Sirnak,1
Gebze district,Silvan,1
Gebze district,Antakya,1
Gebze district,Celtiksuyu,1
Gebze district,Kozluk,1
Gebze district,Antalya,1
Gebze district,Besikduzu,1
Gebze district,Cukurca,1
Gebze district,Dogubeyazit district,1
Gebze district,Kasimli,1
Gebze district,Refahiye,1
Gebze district,Karliova,1
Ziyaret,Semdinli,1
Ziyaret,Omurlu,1
Ziyaret,Torul,1
Ziyaret,Lice district,1
Ziyaret,Mezra,1
Ziyaret,Hozat district,1
Ziyaret,Hani,1
Ziyaret,Saray,1
Ziyaret,Nazimiye district,1
Ziyaret,Akcay,1
Ziyaret,Genc,1
Ziyaret,Cukurca district,1
Ziyaret,Diyadin,1
Ziyaret,Malazgirt,1
Ziyaret,Semdinli district,1
Ziyaret,Caldiran district,1
Ziyaret,Bitlis,1
Ziyaret,Kocakoy,1
Ziyaret,Lice,1
Ziyaret,Geyiksuyu,1
Ziyaret,Cukurca,1
Ziyaret,Iskenderun,1
Ziyaret,Dogubeyazit district,1
Ziyaret,Dicle,1
Ziyaret,Siran,1
Ziyaret,Hani district,1
Ziyaret,Genc district,1
Ziyaret,Kigi,1
Ziyaret,Bukardi,1
Hozat district,Semdinli,1
Hozat district,Omurlu,1
Hozat district,Torul,1
Hozat district,Lice district,1
Hozat district,Mezra,1
Hozat district,Hani,1
Hozat district,Saray,1
Hozat district,Nazimiye district,1
Hozat district,Akcay,1
Hozat district,Genc,1
Hozat district,Cukurca district,1
Hozat district,Diyadin,1
Hozat district,Malazgirt,1
Hozat district,Semdinli district,1
Hozat district,Caldiran district,1
Hozat district,Bitlis,1
Hozat district,Kocakoy,1
Hozat district,Lice,1
Hozat district,Geyiksuyu,1
Hozat district,Cukurca,1
Hozat district,Iskenderun,1
Hozat district,Dogubeyazit district,1
Hozat district,Dicle,1
Hozat district,Siran,1
Hozat district,Hani district,1
Hozat district,Genc district,1
Hozat district,Kigi,1
Hozat district,Bukardi,1
Sirnak,Semdinli,2
Sirnak,Belenoluk,1
Sirnak,Malatya,2
Sirnak,Tatvan,1
Sirnak,Silvan,1
Sirnak,Ozalp,1
Sirnak,Antakya,1
Sirnak,Sur district,1
Sirnak,Celtiksuyu,1
Sirnak,Suruc,1
Sirnak,Pendik,1
Sirnak,Semdinli district,1
Sirnak,Kozluk,1
Sirnak,Antalya,2
Sirnak,Ogulveren,1
Sirnak,Besikduzu,1
Sirnak,Cukurca,1
Sirnak,Dogubeyazit district,1
Sirnak,Dicle,1
Sirnak,Reyhanli,1
Sirnak,Kasimli,1
Sirnak,Kemer,1
Sirnak,Refahiye,1
Sirnak,Karliova,1
Sirnak,Daglica,1
Cesme,Kusadasi district,1
Torul,Semdinli,1
Torul,Omurlu,1
Torul,Lice district,1
Torul,Mezra,1
Torul,Hani,1
Torul,Saray,1
Torul,Nazimiye district,1
Torul,Akcay,1
Torul,Genc,1
Torul,Cukurca district,1
Torul,Diyadin,1
Torul,Malazgirt,1
Torul,Semdinli district,1
Torul,Caldiran district,1
Torul,Bitlis,1
Torul,Kocakoy,1
Torul,Lice,1
Torul,Geyiksuyu,1
Torul,Cukurca,1
Torul,Iskenderun,1
Torul,Dogubeyazit district,1
Torul,Dicle,1
Torul,Siran,1
Torul,Hani district,1
Torul,Genc district,1
Torul,Kigi,1
Torul,Bukardi,1
Kocakoy,Omurlu,1
Kocakoy,Ceylanpinar,1
Kocakoy,Lice district,1
Kocakoy,Tatvan,1
Kocakoy,Mezra,1
Kocakoy,Nazimiye district,1
Kocakoy,Kabala,1
Kocakoy,Malazgirt,1
Kocakoy,Kulp district,1
Kocakoy,Ercis district,1
Kocakoy,Pinarbasi,1
Kocakoy,Sultangazi district,1
Kocakoy,Hani district,1
Kocakoy,Genc district,1
Kocakoy,Kigi,1
Kocakoy,Semdinli,2
Kocakoy,Hani,1
Kocakoy,Saray,1
Kocakoy,Genc,1
Kocakoy,Cukurca district,1
Kocakoy,Diyadin,1
Kocakoy,Akcay,1
Kocakoy,Beytussebap district,1
Kocakoy,Cizre,1
Kocakoy,Cinar,1
Kocakoy,Semdinli district,1
Kocakoy,Pozanti,1
Kocakoy,Caldiran district,1
Kocakoy,Bitlis,1
Kocakoy,Lice,1
Kocakoy,Geyiksuyu,1
Kocakoy,Cukurca,1
Kocakoy,Iskenderun,1
Kocakoy,Dogubeyazit district,1
Kocakoy,Dicle,1
Kocakoy,Siran,1
Kocakoy,Daglica,1
Kocakoy,Bukardi,1
Antalya,Semdinli,2
Antalya,Belenoluk,1
Antalya,Malatya,2
Antalya,Tatvan,1
Antalya,Silvan,1
Antalya,Ozalp,1
Antalya,Antakya,1
Antalya,Sur district,1
Antalya,Celtiksuyu,1
Antalya,Suruc,1
Antalya,Pendik,1
Antalya,Semdinli district,1
Antalya,Kozluk,1
Antalya,Ogulveren,1
Antalya,Besikduzu,1
Antalya,Cukurca,1
Antalya,Dogubeyazit district,1
Antalya,Dicle,1
Antalya,Reyhanli,1
Antalya,Kasimli,1
Antalya,Kemer,1
Antalya,Refahiye,1
Antalya,Karliova,1
Antalya,Daglica,1
Pendik,Semdinli,1
Pendik,Malatya,1
Pendik,Ozalp,1
Pendik,Sur district,1
Pendik,Suruc,1
Pendik,Semdinli district,1
Pendik,Ogulveren,1
Pendik,Dicle,1
Pendik,Reyhanli,1
Pendik,Kemer,1
Pendik,Daglica,1
Servi,Semdinli,1
Servi,Marmaris,1
Servi,Hizan district,1
Servi,Hani,1
Servi,Sanliurfa,1
Servi,Hatay,1
Servi,Derik district,1
Servi,Buca district,1
Servi,Beldeler,1
Servi,Nusaybin district,1
Servi,Saricam District,1
Servi,Beytussebap,1
Servi,Reyhanli,1
Servi,Alacakaya,1
Semdinli,Omurlu,1
Semdinli,Lice district,1
Semdinli,Malatya,2
Semdinli,Ceylanpinar,1
Semdinli,Kabala,1
Semdinli,Sur district,1
Semdinli,Ercis district,1
Semdinli,Kasimli,1
Semdinli,Pinarbasi,1
Semdinli,Sultangazi district,1
Semdinli,Hani district,1
Semdinli,Alacakaya,1
Semdinli,Belenoluk,1
Semdinli,Duzici district,1
Semdinli,Akcay,1
Semdinli,Sanliurfa,1
Semdinli,Beytussebap district,1
Semdinli,Semdinli district,2
Semdinli,Hatay,1
Semdinli,Pozanti,1
Semdinli,Besikduzu,1
Semdinli,Bitlis,1
Semdinli,Lice,1
Semdinli,Iskenderun,1
Semdinli,Dogubeyazit district,3
Semdinli,Silopi,1
Semdinli,Beytussebap,1
Semdinli,Bukardi,1
Semdinli,Mezra,1
Semdinli,Tatvan,2
Semdinli,Silvan,1
Semdinli,Marmaris,2
Semdinli,Hizan district,1
Semdinli,Nazimiye district,1
Semdinli,Bakacak,1
Semdinli,Egirmec,1
Semdinli,Antakya,1
Semdinli,Izmit,1
Semdinli,Malazgirt,1
Semdinli,Kozluk,1
Semdinli,Derik district,1
Semdinli,Buca district,1
Semdinli,Kulp district,1
Semdinli,Nusaybin district,1
Semdinli,Sason,1
Semdinli,Ercis,1
Semdinli,Karliova,1
Semdinli,Genc district,1
Semdinli,Kigi,1
Semdinli,Hani,2
Semdinli,Ozalp,1
Semdinli,Saray,1
Semdinli,Genc,2
Semdinli,Cukurca district,1
Semdinli,Diyadin,1
Semdinli,Celtiksuyu,1
Semdinli,Suruc,1
Semdinli,Islahiye district,1
Semdinli,Erzincan,1
Semdinli,Cizre,1
Semdinli,Cinar,1
Semdinli,Gecitli,1
Semdinli,Ogulveren,1
Semdinli,Caldiran district,1
Semdinli,Beldeler,1
Semdinli,Geyiksuyu,1
Semdinli,Cukurca,2
Semdinli,Dicle,2
Semdinli,Saricam District,1
Semdinli,Reyhanli,2
Semdinli,Siran,1
Semdinli,Kemer,1
Semdinli,Refahiye,1
Semdinli,Daglica,2
Alacakaya,Marmaris,1
Alacakaya,Hizan district,1
Alacakaya,Hani,1
Alacakaya,Sanliurfa,1
Alacakaya,Hatay,1
Alacakaya,Derik district,1
Alacakaya,Buca district,1
Alacakaya,Beldeler,1
Alacakaya,Nusaybin district,1
Alacakaya,Saricam District,1
Alacakaya,Beytussebap,1
Alacakaya,Reyhanli,1
Beytussebap,Marmaris,1
Beytussebap,Hizan district,1
Beytussebap,Hani,1
Beytussebap,Sanliurfa,1
Beytussebap,Hatay,1
Beytussebap,Derik district,1
Beytussebap,Buca district,1
Beytussebap,Beldeler,1
Beytussebap,Nusaybin district,1
Beytussebap,Saricam District,1
Beytussebap,Reyhanli,1
Islahiye district,Duzici district,1
Islahiye district,Marmaris,1
Islahiye district,Silopi,1
Islahiye district,Sason,1
Islahiye district,Dogubeyazit district,1
Islahiye district,Ercis,1
Islahiye district,Bakacak,1
Islahiye district,Genc,1
Islahiye district,Egirmec,1
Islahiye district,Erzincan,1
Islahiye district,Izmit,1
Islahiye district,Gecitli,1
Bukardi,Omurlu,1
Bukardi,Lice district,1
Bukardi,Mezra,1
Bukardi,Hani,1
Bukardi,Saray,1
Bukardi,Nazimiye district,1
Bukardi,Akcay,1
Bukardi,Genc,1
Bukardi,Cukurca district,1
Bukardi,Diyadin,1
Bukardi,Malazgirt,1
Bukardi,Semdinli district,1
Bukardi,Caldiran district,1
Bukardi,Bitlis,1
Bukardi,Lice,1
Bukardi,Geyiksuyu,1
Bukardi,Cukurca,1
Bukardi,Iskenderun,1
Bukardi,Dogubeyazit district,1
Bukardi,Dicle,1
Bukardi,Siran,1
Bukardi,Hani district,1
Bukardi,Genc district,1
Bukardi,Kigi,1
Ordu,Cizre district,1
Ordu,Cizre,1
Ordu,Aritis,1
Beldeler,Marmaris,1
Beldeler,Hizan district,1
Beldeler,Hani,1
Beldeler,Sanliurfa,1
Beldeler,Hatay,1
Beldeler,Derik district,1
Beldeler,Buca district,1
Beldeler,Nusaybin district,1
Beldeler,Saricam District,1
Beldeler,Reyhanli,1
Geyiksuyu,Omurlu,1
Geyiksuyu,Lice district,1
Geyiksuyu,Mezra,1
Geyiksuyu,Hani,1
Geyiksuyu,Saray,1
Geyiksuyu,Nazimiye district,1
Geyiksuyu,Akcay,1
Geyiksuyu,Genc,1
Geyiksuyu,Cukurca district,1
Geyiksuyu,Diyadin,1
Geyiksuyu,Malazgirt,1
Geyiksuyu,Semdinli district,1
Geyiksuyu,Caldiran district,1
Geyiksuyu,Bitlis,1
Geyiksuyu,Lice,1
Geyiksuyu,Cukurca,1
Geyiksuyu,Iskenderun,1
Geyiksuyu,Dogubeyazit district,1
Geyiksuyu,Dicle,1
Geyiksuyu,Siran,1
Geyiksuyu,Hani district,1
Geyiksuyu,Genc district,1
Geyiksuyu,Kigi,1
Dicle,Omurlu,1
Dicle,Lice district,1
Dicle,Malatya,1
Dicle,Mezra,1
Dicle,Nazimiye district,1
Dicle,Sur district,1
Dicle,Malazgirt,1
Dicle,Hani district,1
Dicle,Genc district,1
Dicle,Kigi,1
Dicle,Hani,1
Dicle,Ozalp,1
Dicle,Saray,1
Dicle,Akcay,1
Dicle,Genc,1
Dicle,Cukurca district,1
Dicle,Diyadin,1
Dicle,Suruc,1
Dicle,Semdinli district,2
Dicle,Ogulveren,1
Dicle,Caldiran district,1
Dicle,Bitlis,1
Dicle,Lice,1
Dicle,Cukurca,1
Dicle,Iskenderun,1
Dicle,Dogubeyazit district,1
Dicle,Reyhanli,1
Dicle,Siran,1
Dicle,Kemer,1
Dicle,Daglica,1
Bakacak,Duzici district,1
Bakacak,Marmaris,1
Bakacak,Silopi,1
Bakacak,Sason,1
Bakacak,Dogubeyazit district,1
Bakacak,Ercis,1
Bakacak,Genc,1
Bakacak,Egirmec,1
Bakacak,Erzincan,1
Bakacak,Izmit,1
Bakacak,Gecitli,1
Siran,Omurlu,1
Siran,Lice district,1
Siran,Mezra,1
Siran,Hani,1
Siran,Saray,1
Siran,Nazimiye district,1
Siran,Akcay,1
Siran,Genc,1
Siran,Cukurca district,1
Siran,Diyadin,1
Siran,Malazgirt,1
Siran,Semdinli district,1
Siran,Caldiran district,1
Siran,Bitlis,1
Siran,Lice,1
Siran,Cukurca,1
Siran,Iskenderun,1
Siran,Dogubeyazit district,1
Siran,Hani district,1
Siran,Genc district,1
Siran,Kigi,1
Gecitalan,Magara,1
Gecitalan,Dogubeyazit district,1
Gecitalan,Midyat,1
Marmaris,Duzici district,1
Marmaris,Hizan district,1
Marmaris,Hani,1
Marmaris,Sanliurfa,1
Marmaris,Genc,1
Marmaris,Egirmec,1
Marmaris,Erzincan,1
Marmaris,Izmit,1
Marmaris,Gecitli,1
Marmaris,Hatay,1
Marmaris,Derik district,1
Marmaris,Buca district,1
Marmaris,Nusaybin district,1
Marmaris,Silopi,1
Marmaris,Sason,1
Marmaris,Dogubeyazit district,1
Marmaris,Ercis,1
Marmaris,Saricam District,1
Marmaris,Reyhanli,1
Genc,Omurlu,1
Genc,Lice district,1
Genc,Mezra,1
Genc,Nazimiye district,1
Genc,Egirmec,1
Genc,Izmit,1
Genc,Malazgirt,1
Genc,Sason,1
Genc,Ercis,1
Genc,Hani district,1
Genc,Genc district,1
Genc,Kigi,1
Genc,Duzici district,1
Genc,Hani,1
Genc,Saray,1
Genc,Akcay,1
Genc,Cukurca district,1
Genc,Diyadin,1
Genc,Erzincan,1
Genc,Gecitli,1
Genc,Semdinli district,1
Genc,Bitlis,1
Genc,Caldiran district,1
Genc,Lice,1
Genc,Cukurca,1
Genc,Iskenderun,1
Genc,Silopi,1
Genc,Dogubeyazit district,2
Kigi,Omurlu,1
Kigi,Lice district,1
Kigi,Mezra,1
Kigi,Hani,1
Kigi,Saray,1
Kigi,Nazimiye district,1
Kigi,Akcay,1
Kigi,Cukurca district,1
Kigi,Diyadin,1
Kigi,Malazgirt,1
Kigi,Semdinli district,1
Kigi,Caldiran district,1
Kigi,Bitlis,1
Kigi,Lice,1
Kigi,Cukurca,1
Kigi,Iskenderun,1
Kigi,Dogubeyazit district,1
Kigi,Hani district,1
Kigi,Genc district,1
Malatya,Belenoluk,1
Malatya,Tatvan,1
Malatya,Silvan,1
Malatya,Ozalp,1
Malatya,Antakya,1
Malatya,Sur district,1
Malatya,Celtiksuyu,1
Malatya,Suruc,1
Malatya,Semdinli district,1
Malatya,Kozluk,1
Malatya,Ogulveren,1
Malatya,Besikduzu,1
Malatya,Cukurca,1
Malatya,Dogubeyazit district,1
Malatya,Reyhanli,1
Malatya,Kasimli,1
Malatya,Kemer,1
Malatya,Refahiye,1
Malatya,Karliova,1
Malatya,Daglica,1
Semdinli district,Omurlu,1
Semdinli district,Lice district,1
Semdinli district,Mezra,1
Semdinli district,Nazimiye district,1
Semdinli district,Sur district,1
Semdinli district,Malazgirt,1
Semdinli district,Hani district,1
Semdinli district,Genc district,1
Semdinli district,Hani,1
Semdinli district,Ozalp,1
Semdinli district,Saray,1
Semdinli district,Akcay,1
Semdinli district,Cukurca district,1
Semdinli district,Diyadin,1
Semdinli district,Suruc,1
Semdinli district,Ogulveren,1
Semdinli district,Caldiran district,1
Semdinli district,Bitlis,1
Semdinli district,Lice,1
Semdinli district,Cukurca,1
Semdinli district,Iskenderun,1
Semdinli district,Dogubeyazit district,1
Semdinli district,Reyhanli,1
Semdinli district,Kemer,1
Semdinli district,Daglica,1
Genc district,Omurlu,1
Genc district,Lice district,1
Genc district,Mezra,1
Genc district,Hani,1
Genc district,Saray,1
Genc district,Nazimiye district,1
Genc district,Akcay,1
Genc district,Cukurca district,1
Genc district,Diyadin,1
Genc district,Malazgirt,1
Genc district,Caldiran district,1
Genc district,Bitlis,1
Genc district,Lice,1
Genc district,Cukurca,1
Genc district,Iskenderun,1
Genc district,Dogubeyazit district,1
Genc district,Hani district,1
Cukurca district,Omurlu,1
Cukurca district,Lice district,1
Cukurca district,Mezra,1
Cukurca district,Hani,1
Cukurca district,Saray,1
Cukurca district,Nazimiye district,1
Cukurca district,Akcay,1
Cukurca district,Diyadin,1
Cukurca district,Malazgirt,1
Cukurca district,Caldiran district,1
Cukurca district,Bitlis,1
Cukurca district,Lice,1
Cukurca district,Cukurca,1
Cukurca district,Iskenderun,1
Cukurca district,Dogubeyazit district,1
Cukurca district,Hani district,1
Kulp district,Pozanti,1
Kulp district,Ceylanpinar,1
Kulp district,Tatvan,1
Kulp district,Ercis district,1
Kulp district,Kabala,1
Kulp district,Pinarbasi,1
Kulp district,Sultangazi district,1
Kulp district,Beytussebap district,1
Kulp district,Cizre,1
Kulp district,Cinar,1
Kulp district,Daglica,1
Cukurca,Omurlu,1
Cukurca,Lice district,1
Cukurca,Mezra,1
Cukurca,Tatvan,1
Cukurca,Silvan,1
Cukurca,Nazimiye district,1
Cukurca,Antakya,1
Cukurca,Malazgirt,1
Cukurca,Kozluk,1
Cukurca,Kasimli,1
Cukurca,Hani district,1
Cukurca,Karliova,1
Cukurca,Belenoluk,1
Cukurca,Hani,1
Cukurca,Saray,1
Cukurca,Akcay,1
Cukurca,Diyadin,1
Cukurca,Celtiksuyu,1
Cukurca,Besikduzu,1
Cukurca,Bitlis,1
Cukurca,Caldiran district,1
Cukurca,Lice,1
Cukurca,Iskenderun,1
Cukurca,Dogubeyazit district,2
Cukurca,Refahiye,1
Daglica,Ceylanpinar,1
Daglica,Tatvan,1
Daglica,Ozalp,1
Daglica,Kabala,1
Daglica,Sur district,1
Daglica,Beytussebap district,1
Daglica,Suruc,1
Daglica,Cizre,1
Daglica,Cinar,1
Daglica,Pozanti,1
Daglica,Ogulveren,1
Daglica,Ercis district,1
Daglica,Reyhanli,1
Daglica,Pinarbasi,1
Daglica,Sultangazi district,1
Daglica,Kemer,1
Ogulveren,Ozalp,1
Ogulveren,Sur district,1
Ogulveren,Suruc,1
Ogulveren,Reyhanli,1
Ogulveren,Kemer,1
Sason,Duzici district,1
Sason,Silopi,1
Sason,Dogubeyazit district,1
Sason,Ercis,1
Sason,Egirmec,1
Sason,Erzincan,1
Sason,Izmit,1
Sason,Gecitli,1
Kabala,Pozanti,1
Kabala,Ceylanpinar,1
Kabala,Tatvan,1
Kabala,Ercis district,1
Kabala,Pinarbasi,1
Kabala,Sultangazi district,1
Kabala,Beytussebap district,1
Kabala,Cizre,1
Kabala,Cinar,1
Dogubeyazit district,Omurlu,1
Dogubeyazit district,Lice district,1
Dogubeyazit district,Mezra,1
Dogubeyazit district,Tatvan,1
Dogubeyazit district,Silvan,1
Dogubeyazit district,Nazimiye district,1
Dogubeyazit district,Egirmec,1
Dogubeyazit district,Antakya,1
Dogubeyazit district,Izmit,1
Dogubeyazit district,Malazgirt,1
Dogubeyazit district,Magara,1
Dogubeyazit district,Kozluk,1
Dogubeyazit district,Midyat,1
Dogubeyazit district,Ercis,1
Dogubeyazit district,Kasimli,1
Dogubeyazit district,Hani district,1
Dogubeyazit district,Karliova,1
Dogubeyazit district,Belenoluk,1
Dogubeyazit district,Duzici district,1
Dogubeyazit district,Hani,1
Dogubeyazit district,Saray,1
Dogubeyazit district,Akcay,1
Dogubeyazit district,Diyadin,1
Dogubeyazit district,Celtiksuyu,1
Dogubeyazit district,Erzincan,1
Dogubeyazit district,Gecitli,1
Dogubeyazit district,Bitlis,1
Dogubeyazit district,Besikduzu,1
Dogubeyazit district,Caldiran district,1
Dogubeyazit district,Lice,1
Dogubeyazit district,Iskenderun,1
Dogubeyazit district,Silopi,1
Dogubeyazit district,Refahiye,1
Egirmec,Duzici district,1
Egirmec,Silopi,1
Egirmec,Ercis,1
Egirmec,Erzincan,1
Egirmec,Izmit,1
Egirmec,Gecitli,1
Refahiye,Belenoluk,1
Refahiye,Tatvan,1
Refahiye,Silvan,1
Refahiye,Antakya,1
Refahiye,Celtiksuyu,1
Refahiye,Kozluk,1
Refahiye,Besikduzu,1
Refahiye,Kasimli,1
Refahiye,Karliova,1
Midyat,Magara,1
Besikduzu,Belenoluk,1
Besikduzu,Tatvan,1
Besikduzu,Silvan,1
Besikduzu,Antakya,1
Besikduzu,Celtiksuyu,1
Besikduzu,Kozluk,1
Besikduzu,Kasimli,1
Besikduzu,Karliova,1
Silopi,Duzici district,1
Silopi,Ercis,1
Silopi,Erzincan,1
Silopi,Izmit,1
Silopi,Gecitli,1
Hatay,Hizan district,1
Hatay,Hani,1
Hatay,Sanliurfa,1
Hatay,Derik district,1
Hatay,Buca district,1
Hatay,Nusaybin district,1
Hatay,Saricam District,1
Hatay,Reyhanli,1
Duzici district,Ercis,1
Duzici district,Erzincan,1
Duzici district,Izmit,1
Duzici district,Gecitli,1
Erzincan,Ercis,1
Erzincan,Izmit,1
Erzincan,Gecitli,1
Gecitli,Ercis,1
Gecitli,Izmit,1
Buca district,Hizan district,1
Buca district,Hani,1
Buca district,Sanliurfa,1
Buca district,Derik district,1
Buca district,Nusaybin district,1
Buca district,Saricam District,1
Buca district,Reyhanli,1
Saricam District,Hizan district,1
Saricam District,Hani,1
Saricam District,Sanliurfa,1
Saricam District,Derik district,1
Saricam District,Nusaybin district,1
Saricam District,Reyhanli,1
Sanliurfa,Hizan district,1
Sanliurfa,Hani,1
Sanliurfa,Derik district,1
Sanliurfa,Nusaybin district,1
Sanliurfa,Reyhanli,1
Nusaybin district,Hizan district,1
Nusaybin district,Hani,1
Nusaybin district,Derik district,1
Nusaybin district,Reyhanli,1
Silvan,Belenoluk,1
Silvan,Tatvan,1
Silvan,Antakya,1
Silvan,Celtiksuyu,1
Silvan,Kozluk,1
Silvan,Kasimli,1
Silvan,Karliova,1
Cizre,Ceylanpinar,1
Cizre,Tatvan,1
Cizre,Aritis,1
Cizre,Beytussebap district,1
Cizre,Cinar,1
Cizre,Pozanti,1
Cizre,Ercis district,1
Cizre,Pinarbasi,1
Cizre,Sultangazi district,1
Cizre,Cizre district,1
Cizre district,Aritis,1
Hizan district,Hani,1
Hizan district,Derik district,1
Hizan district,Reyhanli,1
Karliova,Belenoluk,1
Karliova,Tatvan,1
Karliova,Antakya,1
Karliova,Celtiksuyu,1
Karliova,Kozluk,1
Karliova,Kasimli,1
Kemer,Ozalp,1
Kemer,Sur district,1
Kemer,Suruc,1
Kemer,Reyhanli,1
Kasimli,Belenoluk,1
Kasimli,Tatvan,1
Kasimli,Antakya,1
Kasimli,Celtiksuyu,1
Kasimli,Kozluk,1
Celtiksuyu,Belenoluk,1
Celtiksuyu,Tatvan,1
Celtiksuyu,Antakya,1
Celtiksuyu,Kozluk,1
Izmit,Ercis,1
Kozluk,Belenoluk,1
Kozluk,Tatvan,1
Kozluk,Antakya,1
Bitlis,Omurlu,1
Bitlis,Lice district,1
Bitlis,Mezra,1
Bitlis,Hani,1
Bitlis,Saray,1
Bitlis,Nazimiye district,1
Bitlis,Akcay,1
Bitlis,Diyadin,1
Bitlis,Malazgirt,1
Bitlis,Caldiran district,1
Bitlis,Lice,1
Bitlis,Iskenderun,1
Bitlis,Hani district,1
Pinarbasi,Pozanti,1
Pinarbasi,Ceylanpinar,1
Pinarbasi,Tatvan,1
Pinarbasi,Ercis district,1
Pinarbasi,Sultangazi district,1
Pinarbasi,Beytussebap district,1
Pinarbasi,Cinar,1
Omurlu,Lice district,1
Omurlu,Mezra,1
Omurlu,Hani,1
Omurlu,Saray,1
Omurlu,Nazimiye district,1
Omurlu,Akcay,1
Omurlu,Diyadin,1
Omurlu,Malazgirt,1
Omurlu,Caldiran district,1
Omurlu,Lice,1
Omurlu,Iskenderun,1
Omurlu,Hani district,1
Beytussebap district,Pozanti,1
Beytussebap district,Ceylanpinar,1
Beytussebap district,Tatvan,1
Beytussebap district,Ercis district,1
Beytussebap district,Sultangazi district,1
Beytussebap district,Cinar,1
Mezra,Lice district,1
Mezra,Hani,1
Mezra,Saray,1
Mezra,Nazimiye district,1
Mezra,Akcay,1
Mezra,Diyadin,1
Mezra,Malazgirt,1
Mezra,Caldiran district,1
Mezra,Lice,1
Mezra,Iskenderun,1
Mezra,Hani district,1
Sultangazi district,Pozanti,1
Sultangazi district,Ceylanpinar,1
Sultangazi district,Tatvan,1
Sultangazi district,Ercis district,1
Sultangazi district,Cinar,1
Tatvan,Belenoluk,1
Tatvan,Ceylanpinar,1
Tatvan,Antakya,1
Tatvan,Cinar,1
Tatvan,Pozanti,1
Tatvan,Ercis district,1
Nazimiye district,Lice district,1
Nazimiye district,Hani,1
Nazimiye district,Saray,1
Nazimiye district,Akcay,1
Nazimiye district,Diyadin,1
Nazimiye district,Malazgirt,1
Nazimiye district,Caldiran district,1
Nazimiye district,Lice,1
Nazimiye district,Iskenderun,1
Nazimiye district,Hani district,1
Iskenderun,Lice district,1
Iskenderun,Hani,1
Iskenderun,Saray,1
Iskenderun,Akcay,1
Iskenderun,Diyadin,1
Iskenderun,Malazgirt,1
Iskenderun,Caldiran district,1
Iskenderun,Lice,1
Iskenderun,Hani district,1
Lice district,Hani,1
Lice district,Saray,1
Lice district,Akcay,1
Lice district,Diyadin,1
Lice district,Malazgirt,1
Lice district,Caldiran district,1
Lice district,Lice,1
Lice district,Hani district,1
Antakya,Belenoluk,1
Reyhanli,Hani,1
Reyhanli,Ozalp,1
Reyhanli,Sur district,1
Reyhanli,Suruc,1
Reyhanli,Derik district,1
Hani district,Hani,1
Hani district,Saray,1
Hani district,Akcay,1
Hani district,Diyadin,1
Hani district,Malazgirt,1
Hani district,Caldiran district,1
Hani district,Lice,1
Saray,Hani,1
Saray,Akcay,1
Saray,Diyadin,1
Saray,Malazgirt,1
Saray,Caldiran district,1
Saray,Lice,1
Diyadin,Hani,1
Diyadin,Akcay,1
Diyadin,Malazgirt,1
Diyadin,Caldiran district,1
Diyadin,Lice,1
Suruc,Ozalp,1
Suruc,Sur district,1
Ceylanpinar,Pozanti,1
Ceylanpinar,Ercis district,1
Ceylanpinar,Cinar,1
Lice,Hani,1
Lice,Akcay,1
Lice,Malazgirt,1
Lice,Caldiran district,1
Malazgirt,Hani,1
Malazgirt,Akcay,1
Malazgirt,Caldiran district,1
Caldiran district,Hani,1
Caldiran district,Akcay,1
Ercis district,Pozanti,1
Ercis district,Cinar,1
Cinar,Pozanti,1
Akcay,Hani,1
Sur district,Ozalp,1
Hani,Derik district,1
